Transaction ID;Date;Customer ID;Gender;Age;Product Category;Quantity;Price per Unit;Total Amount;Postcode
919;9-9-2025;CUST919;Female;22;Beauty;2;€ 25,00;€ 50,00;4001CH
920;22-2-2025;CUST920;Female;28;Beauty;3;€ 25,00;€ 75,00;4001CH
921;7-1-2025;CUST921;Male;51;Electronics;3;€ 25,00;€ 75,00;4001CH
922;21-10-2025;CUST922;Male;41;Electronics;1;€ 50,00;€ 50,00;4001CH
923;26-5-2025;CUST923;Male;32;Beauty;3;€ 300,00;€ 900,00;4001CH
924;29-8-2025;CUST924;Male;55;Beauty;2;€ 50,00;€ 100,00;4001CH
925;3-9-2025;CUST925;Male;25;Electronics;1;€ 300,00;€ 300,00;4001CH
926;14-8-2025;CUST926;Male;22;Electronics;1;€ 30,00;€ 30,00;4001CH
927;24-6-2025;CUST927;Male;43;Electronics;4;€ 500,00;€ 2.000,00;4001CH
928;5-4-2025;CUST928;Female;35;Clothing;4;€ 300,00;€ 1.200,00;4001CH
929;27-1-2025;CUST929;Female;23;Beauty;3;€ 25,00;€ 75,00;4001CH
930;10-5-2025;CUST930;Male;54;Clothing;4;€ 50,00;€ 200,00;4001CH
931;2-9-2025;CUST931;Male;30;Beauty;4;€ 30,00;€ 120,00;4001CH
932;28-2-2025;CUST932;Female;45;Beauty;4;€ 25,00;€ 100,00;4001CH
933;3-2-2025;CUST933;Male;22;Beauty;1;€ 30,00;€ 30,00;4001CH
934;25-7-2025;CUST934;Male;30;Beauty;1;€ 500,00;€ 500,00;4001CH
935;9-9-2025;CUST935;Female;34;Beauty;1;€ 50,00;€ 50,00;4001CH
936;7-2-2025;CUST936;Male;57;Beauty;4;€ 50,00;€ 200,00;4001CH
937;23-10-2025;CUST937;Female;62;Beauty;1;€ 500,00;€ 500,00;4001CH
938;19-11-2025;CUST938;Male;49;Clothing;4;€ 50,00;€ 200,00;4001CH
939;18-12-2025;CUST939;Female;46;Electronics;1;€ 300,00;€ 300,00;4001CH
940;28-1-2025;CUST940;Female;20;Electronics;1;€ 30,00;€ 30,00;4001CH
941;19-3-2025;CUST941;Female;57;Clothing;2;€ 25,00;€ 50,00;4001CH
942;18-3-2025;CUST942;Male;51;Clothing;3;€ 500,00;€ 1.500,00;4001CH
943;16-10-2025;CUST943;Female;57;Clothing;4;€ 300,00;€ 1.200,00;4001CH
944;5-6-2025;CUST944;Male;44;Clothing;2;€ 25,00;€ 50,00;4001CH
945;13-2-2025;CUST945;Male;30;Beauty;1;€ 25,00;€ 25,00;4001CH
946;8-5-2025;CUST946;Male;62;Electronics;4;€ 500,00;€ 2.000,00;4001CH
947;2-3-2025;CUST947;Male;50;Beauty;1;€ 300,00;€ 300,00;4001CH
948;13-10-2025;CUST948;Female;23;Electronics;3;€ 25,00;€ 75,00;4001CH
949;2-8-2025;CUST949;Female;41;Electronics;2;€ 25,00;€ 50,00;4001CH
950;7-11-2025;CUST950;Male;36;Clothing;3;€ 300,00;€ 900,00;4001CH
951;2-11-2025;CUST951;Male;33;Beauty;2;€ 50,00;€ 100,00;4001CH
952;13-11-2025;CUST952;Female;57;Clothing;1;€ 25,00;€ 25,00;4001CH
953;26-4-2025;CUST953;Male;45;Beauty;3;€ 30,00;€ 90,00;4001CH
954;25-9-2025;CUST954;Female;50;Electronics;3;€ 300,00;€ 900,00;4001CH
955;14-7-2025;CUST955;Male;58;Clothing;1;€ 25,00;€ 25,00;4001CH
956;19-8-2025;CUST956;Male;30;Clothing;3;€ 500,00;€ 1.500,00;4001CH
957;15-8-2025;CUST957;Female;60;Electronics;4;€ 30,00;€ 120,00;4001CH
958;2-6-2025;CUST958;Male;62;Electronics;2;€ 25,00;€ 50,00;4001CH
959;29-10-2025;CUST959;Female;42;Electronics;2;€ 30,00;€ 60,00;4001CH
960;8-8-2025;CUST960;Male;59;Clothing;2;€ 30,00;€ 60,00;4001CH
961;6-6-2025;CUST961;Male;53;Beauty;4;€ 50,00;€ 200,00;4001CH
962;19-10-2025;CUST962;Male;44;Clothing;2;€ 30,00;€ 60,00;4001CH
963;14-11-2025;CUST963;Female;55;Beauty;1;€ 50,00;€ 50,00;4001CH
964;31-1-2025;CUST964;Male;24;Clothing;3;€ 300,00;€ 900,00;4001CH
965;9-11-2025;CUST965;Male;22;Clothing;4;€ 50,00;€ 200,00;4001CH
966;20-2-2025;CUST966;Male;60;Electronics;2;€ 500,00;€ 1.000,00;4001CH
967;17-4-2025;CUST967;Male;62;Beauty;1;€ 25,00;€ 25,00;4001CH
968;17-11-2025;CUST968;Female;48;Clothing;3;€ 300,00;€ 900,00;4001CH
969;19-4-2025;CUST969;Female;40;Clothing;3;€ 300,00;€ 900,00;4001CH
970;16-5-2025;CUST970;Male;59;Electronics;4;€ 500,00;€ 2.000,00;4001CH
971;5-12-2025;CUST971;Female;27;Electronics;4;€ 50,00;€ 200,00;4001CH
972;11-2-2025;CUST972;Male;49;Beauty;4;€ 25,00;€ 100,00;4001CH
973;22-3-2025;CUST973;Male;60;Clothing;1;€ 50,00;€ 50,00;4001CH
974;3-5-2025;CUST974;Male;47;Beauty;1;€ 30,00;€ 30,00;4001CH
975;30-3-2025;CUST975;Female;56;Clothing;4;€ 50,00;€ 200,00;4001CH
976;10-10-2025;CUST976;Female;48;Beauty;2;€ 300,00;€ 600,00;4001CH
977;8-2-2025;CUST977;Female;35;Electronics;3;€ 25,00;€ 75,00;4001CH
978;22-3-2025;CUST978;Female;53;Clothing;3;€ 50,00;€ 150,00;4001CH
979;2-1-2025;CUST979;Female;19;Beauty;1;€ 25,00;€ 25,00;4001CH
980;29-7-2025;CUST980;Female;31;Electronics;3;€ 25,00;€ 75,00;4001CH
981;19-8-2025;CUST981;Female;30;Electronics;2;€ 30,00;€ 60,00;4001CH
982;19-12-2025;CUST982;Female;46;Beauty;3;€ 30,00;€ 90,00;4001CH
983;1-11-2025;CUST983;Female;29;Clothing;1;€ 300,00;€ 300,00;4001CH
984;29-8-2025;CUST984;Male;56;Clothing;1;€ 500,00;€ 500,00;4001CH
985;30-5-2025;CUST985;Female;19;Electronics;2;€ 25,00;€ 50,00;4001CH
986;17-1-2025;CUST986;Female;49;Clothing;2;€ 500,00;€ 1.000,00;4001CH
987;29-4-2025;CUST987;Female;30;Clothing;3;€ 300,00;€ 900,00;4001CH
988;28-5-2025;CUST988;Female;63;Clothing;3;€ 25,00;€ 75,00;4001CH
989;28-12-2025;CUST989;Female;44;Electronics;1;€ 25,00;€ 25,00;4001CH
990;25-5-2025;CUST990;Female;58;Beauty;2;€ 500,00;€ 1.000,00;4001CH
991;26-12-2025;CUST991;Female;34;Clothing;2;€ 50,00;€ 100,00;4001CH
992;21-8-2025;CUST992;Female;57;Electronics;2;€ 30,00;€ 60,00;4001CH
993;6-2-2025;CUST993;Female;48;Electronics;3;€ 50,00;€ 150,00;4001CH
994;18-12-2025;CUST994;Female;51;Beauty;2;€ 500,00;€ 1.000,00;4001CH
995;30-4-2025;CUST995;Female;41;Clothing;1;€ 30,00;€ 30,00;4001CH
996;16-5-2025;CUST996;Male;62;Clothing;1;€ 50,00;€ 50,00;4001CH
997;17-11-2025;CUST997;Male;52;Beauty;3;€ 30,00;€ 90,00;4001CH
998;29-10-2025;CUST998;Female;23;Beauty;4;€ 25,00;€ 100,00;4001CH
999;5-12-2025;CUST999;Female;36;Electronics;3;€ 50,00;€ 150,00;4001CH
1000;12-4-2025;CUST1000;Male;47;Electronics;4;€ 30,00;€ 120,00;4001CH
